step,llc_mean,llc_std,nearest_calibrated_step,used_epsilon,used_gamma,used_nbeta,mala_acceptance,checkpoint_file,timestamp,success
1,0.010224699042737484,0.006241336464881897,8,1e-06,200.0,0.8207331788168325,0.9676316976547241,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1.pt,2025-08-17T17:01:09.445202,True
2,0.019710978493094444,0.008211824111640453,8,1e-06,200.0,0.8207331788168325,0.9659489393234253,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:2.pt,2025-08-17T17:02:05.159550,True
3,0.018576955422759056,0.007912800647318363,8,1e-06,200.0,0.8207331788168325,0.9661458134651184,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:3.pt,2025-08-17T17:03:00.887464,True
4,0.017341934144496918,0.007188720628619194,8,1e-06,200.0,0.8207331788168325,0.9667600393295288,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:4.pt,2025-08-17T17:03:56.579199,True
6,0.009991847909986973,0.010608849115669727,8,1e-06,200.0,0.8207331788168325,0.9662007689476013,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6.pt,2025-08-17T17:04:52.202343,True
8,0.020190700888633728,0.019861090928316116,8,1e-06,200.0,0.8207331788168325,0.9620727896690369,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:8.pt,2025-08-17T17:05:47.966999,True
11,-8.963231084635481e-05,0.011204137466847897,8,1e-06,200.0,0.8207331788168325,0.9661974310874939,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11.pt,2025-08-17T17:06:43.303184,True
14,0.04993724450469017,0.012318857945501804,8,1e-06,200.0,0.8207331788168325,0.9646002054214478,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:14.pt,2025-08-17T17:07:38.821396,True
19,0.0029300088062882423,0.01935487613081932,24,1e-06,200.0,0.8207331788168325,0.9639889597892761,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:19.pt,2025-08-17T17:08:34.251139,True
24,-0.026899168267846107,0.016893882304430008,24,1e-06,200.0,0.8207331788168325,0.9641621708869934,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:24.pt,2025-08-17T17:09:29.834695,True
