step,llc_mean,llc_std,nearest_calibrated_step,used_epsilon,used_gamma,used_nbeta,mala_acceptance,checkpoint_file,timestamp,success
1,0.051912516355514526,0.0276440791785717,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1.pt,2025-08-17T23:42:49.248499,True
2,0.09557013213634491,0.0501137338578701,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:2.pt,2025-08-17T23:43:42.911857,True
3,0.07779660075902939,0.04332265257835388,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:3.pt,2025-08-17T23:44:36.664878,True
4,0.05438427999615669,0.02828291431069374,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:4.pt,2025-08-17T23:45:30.292064,True
6,0.04894329234957695,0.021413646638393402,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6.pt,2025-08-17T23:46:23.799280,True
8,0.16861657798290253,0.09092685580253601,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:8.pt,2025-08-17T23:47:17.466695,True
11,0.06664728373289108,0.03467004373669624,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11.pt,2025-08-17T23:48:10.985536,True
14,0.17204982042312622,0.06054064258933067,8,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:14.pt,2025-08-17T23:49:04.536339,True
19,0.0499194972217083,0.0401650033891201,24,9.999999999999999e-05,1000.0,0.8207331788168325,0.6036545634269714,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:19.pt,2025-08-17T23:49:58.012784,True
24,0.0025106079410761595,0.025095157325267792,24,9.999999999999999e-05,1000.0,0.8207331788168325,0.6037772297859192,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:24.pt,2025-08-17T23:50:51.404599,True
32,0.14716872572898865,0.05491082742810249,24,9.999999999999999e-05,1000.0,0.8207331788168325,0.6029151082038879,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:32.pt,2025-08-17T23:51:44.632987,True
42,-0.01048121228814125,0.01753903366625309,55,9.999999999999999e-06,5000.0,0.8207331788168325,0.6442001461982727,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:42.pt,2025-08-17T23:52:37.998923,True
55,0.0012541641481220722,0.034068088978528976,55,9.999999999999999e-06,5000.0,0.8207331788168325,0.6449029445648193,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:55.pt,2025-08-17T23:53:31.074849,True
72,0.019873958081007004,0.025564515963196754,55,9.999999999999999e-06,5000.0,0.8207331788168325,0.6429387331008911,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:72.pt,2025-08-17T23:54:24.334746,True
94,0.010693308897316456,0.031018514186143875,94,9.999999999999999e-06,5000.0,0.8207331788168325,0.6431296467781067,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:94.pt,2025-08-17T23:55:17.545204,True
124,0.03438400849699974,0.03452114015817642,94,9.999999999999999e-06,5000.0,0.8207331788168325,0.6428393125534058,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:124.pt,2025-08-17T23:56:10.676584,True
162,0.020053355023264885,0.03497455269098282,162,9.999999999999999e-06,5000.0,0.8207331788168325,0.6431248188018799,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:162.pt,2025-08-17T23:57:03.797758,True
212,0.05781017616391182,0.03548203036189079,162,9.999999999999999e-06,5000.0,0.8207331788168325,0.6435537934303284,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:212.pt,2025-08-17T23:57:57.155035,True
277,0.022711005061864853,0.03333233669400215,162,9.999999999999999e-06,5000.0,0.8207331788168325,0.6434423923492432,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:277.pt,2025-08-17T23:58:50.533411,True
362,0.36070868372917175,0.10082200169563293,473,9.999999999999999e-05,1000.0,0.8207331788168325,0.6046720743179321,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:362.pt,2025-08-17T23:59:45.078978,True
473,0.5493199825286865,0.22216284275054932,473,9.999999999999999e-05,1000.0,0.8207331788168325,0.6020656228065491,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:473.pt,2025-08-18T00:00:38.199913,True
619,0.4407932758331299,0.1256650984287262,473,9.999999999999999e-05,1000.0,0.8207331788168325,0.6018635630607605,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:619.pt,2025-08-18T00:01:31.643838,True
809,0.4778873026371002,0.09375704824924469,809,9.999999999999999e-05,1000.0,0.8207331788168325,0.6032081842422485,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:809.pt,2025-08-18T00:02:25.088087,True
1058,0.4702170491218567,0.10319051891565323,809,9.999999999999999e-05,1000.0,0.8207331788168325,0.6036871075630188,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1058.pt,2025-08-18T00:03:18.468372,True
1382,62.623199462890625,11.314067840576172,1382,9.999999999999999e-05,1000.0,259.5386196331449,0.3538978695869446,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1382.pt,2025-08-18T00:04:11.917540,True
1807,75.06822967529297,10.732534408569336,1382,9.999999999999999e-05,1000.0,259.5386196331449,0.32593706250190735,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1807.pt,2025-08-18T00:05:05.205234,True
2363,0.6099206209182739,0.09045136719942093,3088,9.999999999999999e-06,1000.0,0.8207331788168325,0.8583542704582214,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:2363.pt,2025-08-18T00:05:58.364662,True
3088,0.8963954448699951,0.17351703345775604,3088,9.999999999999999e-06,1000.0,0.8207331788168325,0.8605945110321045,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:3088.pt,2025-08-18T00:06:51.544915,True
4037,0.9928597807884216,0.0869138315320015,3088,9.999999999999999e-06,1000.0,0.8207331788168325,0.8488398790359497,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:4037.pt,2025-08-18T00:07:44.810573,True
5277,0.7782772183418274,0.1143413558602333,3088,9.999999999999999e-06,1000.0,0.8207331788168325,0.8510112166404724,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:5277.pt,2025-08-18T00:08:38.141860,True
6898,0.6196660995483398,0.10191407054662704,9017,9.999999999999999e-05,1000.0,0.8207331788168325,0.6041638255119324,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6898.pt,2025-08-18T00:09:31.373316,True
9017,0.5388925671577454,0.10788137465715408,9017,9.999999999999999e-05,1000.0,0.8207331788168325,0.6038460731506348,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:9017.pt,2025-08-18T00:10:24.682094,True
11787,0.5109585523605347,0.0720757395029068,9017,9.999999999999999e-05,1000.0,0.8207331788168325,0.6074223518371582,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11787.pt,2025-08-18T00:11:18.005455,True
15408,0.6294962763786316,0.1133461594581604,15408,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:15408.pt,2025-08-18T00:12:11.289172,True
20141,0.5066084265708923,0.11023154109716415,15408,0.001,1000.0,0.8207331788168325,0.6122451424598694,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:20141.pt,2025-08-18T00:13:04.731033,True
26327,0.33880674839019775,0.08776440471410751,26327,9.999999999999999e-05,1000.0,0.8207331788168325,0.6076075434684753,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:26327.pt,2025-08-18T00:13:57.950460,True
34413,0.30987823009490967,0.11170284450054169,26327,9.999999999999999e-05,1000.0,0.8207331788168325,0.6050346493721008,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:34413.pt,2025-08-18T00:14:51.300136,True
44984,0.34637683629989624,0.11929482221603394,58801,9.999999999999999e-06,1000.0,0.8207331788168325,0.8701038956642151,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:44984.pt,2025-08-18T00:15:44.592755,True
58801,0.40633025765419006,0.06488075107336044,58801,9.999999999999999e-06,1000.0,0.8207331788168325,0.8565389513969421,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:58801.pt,2025-08-18T00:16:38.001856,True
76862,0.3963763415813446,0.07503297924995422,58801,9.999999999999999e-06,1000.0,0.8207331788168325,0.8587252497673035,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:76862.pt,2025-08-18T00:17:31.337075,True
