step,llc_mean,llc_std,nearest_calibrated_step,used_epsilon,used_gamma,used_nbeta,mala_acceptance,checkpoint_file,timestamp,success
1058,1.2260420322418213,,809,0.0001,5000.0,82.073,0.5051378011703491,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1058.pt,2025-08-16T17:00:01.548160,True
1382,3.244699478149414,,1382,1e-05,5000.0,82.073,0.5363286137580872,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1382.pt,2025-08-16T17:00:56.306051,True
1807,3.622783899307251,,1382,1e-05,5000.0,82.073,0.5532276630401611,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1807.pt,2025-08-16T17:01:51.201645,True
2363,-1.0366765260696411,,3088,1e-05,5000.0,82.073,0.5710506439208984,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:2363.pt,2025-08-16T17:02:46.131715,True
3088,5.963683605194092,,3088,1e-05,5000.0,82.073,0.57631915807724,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:3088.pt,2025-08-16T17:03:41.009120,True
4037,7.2172698974609375,,3088,1e-05,5000.0,82.073,0.5443993210792542,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:4037.pt,2025-08-16T17:04:35.941258,True
5277,5.8972249031066895,,3088,1e-05,5000.0,82.073,0.5859427452087402,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:5277.pt,2025-08-16T17:05:30.804339,True
6898,4.489632606506348,,9017,0.0001,5000.0,82.073,0.5074172019958496,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6898.pt,2025-08-16T17:06:25.707092,True
9017,5.858925819396973,,9017,0.0001,5000.0,82.073,0.5076728463172913,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:9017.pt,2025-08-16T17:07:20.317925,True
11787,4.41826057434082,,9017,0.0001,5000.0,82.073,0.5325163006782532,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11787.pt,2025-08-16T17:08:15.250881,True
15408,3.9045047760009766,,15408,1e-05,5000.0,82.073,0.562842845916748,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:15408.pt,2025-08-16T17:09:10.007956,True
20141,2.409064531326294,,15408,1e-05,5000.0,82.073,0.6233566403388977,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:20141.pt,2025-08-16T17:10:04.659849,True
26327,2.1920571327209473,,26327,1e-05,5000.0,82.073,0.5951377749443054,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:26327.pt,2025-08-16T17:10:59.359793,True
34413,2.8798668384552,,26327,1e-05,5000.0,82.073,0.6000538468360901,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:34413.pt,2025-08-16T17:11:54.124869,True
44984,2.447127342224121,,58801,1e-05,5000.0,82.073,0.5959059000015259,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:44984.pt,2025-08-16T17:12:48.821675,True
58801,3.367361068725586,,58801,1e-05,5000.0,82.073,0.5922766923904419,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:58801.pt,2025-08-16T17:13:43.698647,True
76862,2.146949052810669,,58801,1e-05,5000.0,82.073,0.5339823961257935,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:76862.pt,2025-08-16T17:14:38.547552,True
