step,llc_mean,llc_std,nearest_calibrated_step,used_epsilon,used_gamma,used_nbeta,mala_acceptance,checkpoint_file,timestamp,success
5277,0.295443594455719,0.04652629792690277,3088,1e-06,1.0,0.8207331788168325,0.9450401663780212,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:5277.pt,2025-08-18T19:59:17.004000,True
6898,0.21482856571674347,0.04573357477784157,9017,1e-06,1.0,0.8207331788168325,0.9542248845100403,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6898.pt,2025-08-18T20:00:11.794492,True
9017,0.14364515244960785,0.049298740923404694,9017,1e-06,1.0,0.8207331788168325,0.9579150676727295,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:9017.pt,2025-08-18T20:01:06.679108,True
11787,0.1511853188276291,0.03556077554821968,9017,1e-06,1.0,0.8207331788168325,0.9567187428474426,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11787.pt,2025-08-18T20:02:01.502864,True
15408,0.16085119545459747,0.031673163175582886,15408,1e-06,1.0,0.8207331788168325,0.957281768321991,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:15408.pt,2025-08-18T20:02:56.454443,True
20141,0.09228193014860153,0.028090057894587517,15408,1e-06,1.0,0.8207331788168325,0.9614799618721008,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:20141.pt,2025-08-18T20:03:51.137273,True
26327,0.08903259038925171,0.021695034578442574,26327,1e-06,1.0,0.8207331788168325,0.9604775309562683,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:26327.pt,2025-08-18T20:04:46.000017,True
34413,0.08121636509895325,0.03589564934372902,26327,1e-06,1.0,0.8207331788168325,0.9655510783195496,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:34413.pt,2025-08-18T20:05:41.044921,True
44984,0.09584522247314453,0.04257672280073166,58801,1e-06,1.0,0.8207331788168325,0.9584795832633972,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:44984.pt,2025-08-18T20:06:35.846224,True
58801,0.1280393898487091,0.05143805593252182,58801,1e-06,1.0,0.8207331788168325,0.9546913504600525,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:58801.pt,2025-08-18T20:07:30.747313,True
76862,0.12383060157299042,0.0503271147608757,58801,1e-06,1.0,0.8207331788168325,0.9509028792381287,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:76862.pt,2025-08-18T20:08:25.661464,True
