step,llc_mean,llc_std,nearest_calibrated_step,used_epsilon,used_gamma,used_nbeta,mala_acceptance,checkpoint_file,timestamp,success
124,0.07711116224527359,0.05572230741381645,94,1e-06,1.0,0.8207331788168325,0.9567098617553711,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:124.pt,2025-08-18T15:51:20.745248,True
162,0.19331671297550201,0.04175883159041405,162,1e-06,1.0,0.8207331788168325,0.954645574092865,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:162.pt,2025-08-18T15:52:17.169573,True
212,0.08368757367134094,0.025715315714478493,162,1e-06,1.0,0.8207331788168325,0.9567417502403259,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:212.pt,2025-08-18T15:53:13.680904,True
277,0.09797801077365875,0.046662312000989914,162,1e-06,1.0,0.8207331788168325,0.9570655822753906,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:277.pt,2025-08-18T15:54:10.052529,True
362,0.08870387077331543,0.08810513466596603,473,1e-06,1.0,0.8207331788168325,0.957533061504364,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:362.pt,2025-08-18T15:55:06.508067,True
473,0.10509581863880157,0.09183032065629959,473,1e-06,1.0,0.8207331788168325,0.9528504014015198,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:473.pt,2025-08-18T15:56:02.487088,True
619,0.2093828022480011,0.12741975486278534,473,1e-06,1.0,0.8207331788168325,0.9464715719223022,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:619.pt,2025-08-18T15:56:58.500900,True
809,0.19341495633125305,0.11874330788850784,809,1e-06,5.0,0.8207331788168325,0.9482601881027222,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:809.pt,2025-08-18T15:57:54.779357,True
1058,0.17348957061767578,0.07041364908218384,809,1e-06,5.0,0.8207331788168325,0.9540207386016846,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1058.pt,2025-08-18T15:58:50.983987,True
1382,0.2689129114151001,0.10105229169130325,1382,1e-06,20.0,0.8207331788168325,0.9480576515197754,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1382.pt,2025-08-18T15:59:47.199471,True
1807,0.2415519654750824,0.12156125903129578,1382,1e-06,20.0,0.8207331788168325,0.9525787234306335,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1807.pt,2025-08-18T16:00:43.074214,True
2363,0.28076857328414917,0.06468778848648071,3088,1e-06,10.0,0.8207331788168325,0.950067400932312,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:2363.pt,2025-08-18T16:01:39.019182,True
3088,0.29049789905548096,0.09936267137527466,3088,1e-06,10.0,0.8207331788168325,0.9536986947059631,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:3088.pt,2025-08-18T16:02:35.060168,True
4037,0.33369576930999756,0.06330383569002151,3088,1e-06,10.0,0.8207331788168325,0.9476484060287476,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:4037.pt,2025-08-18T16:03:30.977166,True
5277,0.29458826780319214,0.0463721863925457,3088,1e-06,10.0,0.8207331788168325,0.9470130205154419,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:5277.pt,2025-08-18T16:04:26.857711,True
6898,0.21449117362499237,0.04569442197680473,9017,1e-06,5.0,0.8207331788168325,0.9508114457130432,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6898.pt,2025-08-18T16:05:22.982704,True
9017,0.1434287130832672,0.04926008731126785,9017,1e-06,5.0,0.8207331788168325,0.9583044052124023,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:9017.pt,2025-08-18T16:06:18.891707,True
11787,0.1509736031293869,0.03553135320544243,9017,1e-06,5.0,0.8207331788168325,0.9584688544273376,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11787.pt,2025-08-18T16:07:14.827066,True
15408,0.16084879636764526,0.03167063370347023,15408,1e-06,1.0,0.8207331788168325,0.9570754766464233,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:15408.pt,2025-08-18T16:08:11.095378,True
20141,0.09227877855300903,0.028091805055737495,15408,1e-06,1.0,0.8207331788168325,0.9616014361381531,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:20141.pt,2025-08-18T16:09:07.116402,True
26327,0.08903514593839645,0.021695667877793312,26327,1e-06,1.0,0.8207331788168325,0.9599741101264954,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:26327.pt,2025-08-18T16:10:03.142875,True
34413,0.08121636509895325,0.03589564934372902,26327,1e-06,1.0,0.8207331788168325,0.9655510783195496,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:34413.pt,2025-08-18T16:10:59.206439,True
44984,0.09584522247314453,0.04257672280073166,58801,1e-06,1.0,0.8207331788168325,0.9584795832633972,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:44984.pt,2025-08-18T16:11:55.350048,True
58801,0.12803733348846436,0.05143604800105095,58801,1e-06,1.0,0.8207331788168325,0.9546898603439331,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:58801.pt,2025-08-18T16:12:51.411154,True
76862,0.12383633852005005,0.05032116919755936,58801,1e-06,1.0,0.8207331788168325,0.9507983326911926,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:76862.pt,2025-08-18T16:13:47.458017,True
