step,llc_mean,llc_std,nearest_calibrated_step,used_epsilon,used_gamma,used_nbeta,mala_acceptance,checkpoint_file,timestamp,success
32,0.06124286353588104,0.02791578695178032,24,1e-06,10.0,0.8207331788168325,0.9618932008743286,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:32.pt,2025-08-18T00:17:22.355977,True
42,0.01569966971874237,0.02394573949277401,55,1e-06,50.0,0.8207331788168325,0.9647704362869263,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:42.pt,2025-08-18T00:18:17.568443,True
55,0.06935971975326538,0.030247710645198822,55,1e-06,50.0,0.8207331788168325,0.9586036205291748,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:55.pt,2025-08-18T00:19:12.749806,True
72,0.06844619661569595,0.04342404380440712,55,1e-06,50.0,0.8207331788168325,0.9613195061683655,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:72.pt,2025-08-18T00:20:07.909803,True
94,0.04220721870660782,0.026769861578941345,94,1e-06,50.0,0.8207331788168325,0.961884617805481,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:94.pt,2025-08-18T00:21:02.938928,True
124,0.07574422657489777,0.05488686263561249,94,1e-06,50.0,0.8207331788168325,0.9581437110900879,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:124.pt,2025-08-18T00:21:58.020209,True
162,4.255124092102051,0.6163551807403564,162,9.999999999999999e-06,10.0,0.8207331788168325,0.8893281817436218,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:162.pt,2025-08-18T00:22:53.208219,True
212,3.659557819366455,0.9336215257644653,162,9.999999999999999e-06,10.0,0.8207331788168325,0.903340220451355,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:212.pt,2025-08-18T00:23:48.189310,True
277,4.2370381355285645,0.3440248370170593,162,9.999999999999999e-06,10.0,0.8207331788168325,0.8971225023269653,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:277.pt,2025-08-18T00:24:43.050208,True
362,0.08835628628730774,0.08805228024721146,473,1e-06,10.0,0.8207331788168325,0.9606332778930664,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:362.pt,2025-08-18T00:25:38.167687,True
473,0.10465896874666214,0.0915055200457573,473,1e-06,10.0,0.8207331788168325,0.9535087943077087,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:473.pt,2025-08-18T00:26:33.177580,True
619,0.20874512195587158,0.12702439725399017,473,1e-06,10.0,0.8207331788168325,0.9497525095939636,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:619.pt,2025-08-18T00:27:28.103219,True
809,0.181705042719841,0.11309374123811722,809,1e-06,200.0,0.8207331788168325,0.947505533695221,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:809.pt,2025-08-18T00:28:22.914233,True
1058,0.16251017153263092,0.06587095558643341,809,1e-06,200.0,0.8207331788168325,0.950702965259552,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1058.pt,2025-08-18T00:29:17.897116,True
1382,0.26256808638572693,0.09874649345874786,1382,1e-06,100.0,0.8207331788168325,0.9463280439376831,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1382.pt,2025-08-18T00:30:12.688245,True
1807,0.23507124185562134,0.11851955205202103,1382,1e-06,100.0,0.8207331788168325,0.9484941363334656,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:1807.pt,2025-08-18T00:31:07.671464,True
2363,0.27276769280433655,0.06315923482179642,3088,1e-06,100.0,0.8207331788168325,0.9496261477470398,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:2363.pt,2025-08-18T00:32:02.667445,True
3088,0.2818085551261902,0.09537723660469055,3088,1e-06,100.0,0.8207331788168325,0.9523190259933472,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:3088.pt,2025-08-18T00:32:57.646143,True
4037,0.3240959048271179,0.06104190647602081,3088,1e-06,100.0,0.8207331788168325,0.9452369809150696,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:4037.pt,2025-08-18T00:33:52.550934,True
5277,0.2863371670246124,0.045091498643159866,3088,1e-06,100.0,0.8207331788168325,0.9466561079025269,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:5277.pt,2025-08-18T00:34:47.603006,True
6898,0.20710121095180511,0.044854987412691116,9017,1e-06,100.0,0.8207331788168325,0.9511412978172302,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:6898.pt,2025-08-18T00:35:42.523672,True
9017,0.13872821629047394,0.04811808466911316,9017,1e-06,100.0,0.8207331788168325,0.9542654156684875,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:9017.pt,2025-08-18T00:36:37.808016,True
11787,0.14617951214313507,0.03510352969169617,9017,1e-06,100.0,0.8207331788168325,0.954523503780365,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:11787.pt,2025-08-18T00:37:33.147195,True
15408,0.15178604423999786,0.031039200723171234,15408,1e-06,200.0,0.8207331788168325,0.9537867903709412,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:15408.pt,2025-08-18T00:38:28.488044,True
20141,0.08634212613105774,0.026825368404388428,15408,1e-06,200.0,0.8207331788168325,0.9607291221618652,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:20141.pt,2025-08-18T00:39:23.393823,True
26327,0.08279113471508026,0.021157579496502876,26327,1e-06,200.0,0.8207331788168325,0.9589251279830933,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:26327.pt,2025-08-18T00:40:18.461626,True
34413,0.07606423646211624,0.03415742516517639,26327,1e-06,200.0,0.8207331788168325,0.9606286883354187,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:34413.pt,2025-08-18T00:41:13.398901,True
44984,0.08897465467453003,0.04019412398338318,58801,1e-06,200.0,0.8207331788168325,0.9600785970687866,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:44984.pt,2025-08-18T00:42:08.471877,True
58801,0.1199437603354454,0.048557624220848083,58801,1e-06,200.0,0.8207331788168325,0.9535361528396606,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:58801.pt,2025-08-18T00:43:03.465791,True
76862,0.11464370042085648,0.04762661084532738,58801,1e-06,200.0,0.8207331788168325,0.9504628777503967,/home/ztzifa/grok-adversarial/models/Fri_Jul_18_17:04:54_2025/checkpoint-s:76862.pt,2025-08-18T00:43:58.352803,True
